county_fips_code,county_name,state,state_fips_code,date,confirmed_cases,deaths,geo_id,aggregate_travel_time_to_work,amerindian_including_hispanic,amerindian_pop,armed_forces,asian_including_hispanic,asian_male_45_54,asian_male_55_64,asian_pop,associates_degree,bachelors_degree,bachelors_degree_2,bachelors_degree_or_higher_25_64,black_including_hispanic,black_male_45_54,black_male_55_64,black_pop,children,children_in_single_female_hh,civilian_labor_force,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_35_39_mins,commute_35_44_mins,commute_40_44_mins,commute_45_59_mins,commute_5_9_mins,commute_60_89_mins,commute_60_more_mins,commute_90_more_mins,commute_less_10_mins,commuters_16_over,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_public_transportation,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,dwellings_10_to_19_units,dwellings_1_units_attached,dwellings_1_units_detached,dwellings_20_to_49_units,dwellings_2_units,dwellings_3_to_4_units,dwellings_50_or_more_units,dwellings_5_to_9_units,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_pop,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,families_with_young_children,family_households,father_in_labor_force_one_parent_families_with_young_children,father_one_parent_families_with_young_children,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_5_to_9,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,female_female_households,female_pop,female_under_5,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_diploma,high_school_including_ged,hispanic_any_race,hispanic_male_45_54,hispanic_male_55_64,hispanic_pop,households,households_public_asst_or_food_stamps,households_retirement_income,housing_built_1939_or_earlier,housing_built_2000_to_2004,housing_built_2005_or_later,housing_units,housing_units_renter_occupied,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,income_100000_124999,income_10000_14999,income_125000_149999,income_150000_199999,income_15000_19999,income_200000_or_more,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_less_10000,income_per_capita,less_one_year_college,less_than_high_school_graduate,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_grade_9_12,male_45_64_graduate_degree,male_45_64_high_school,male_45_64_less_than_9_grade,male_45_64_some_college,male_45_to_49,male_45_to_64,male_50_to_54,male_55_to_59,male_5_to_9,male_60_to_61,male_62_to_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,male_male_households,male_pop,male_under_5,management_business_sci_arts_employed,married_households,masters_degree,median_age,median_income,median_rent,median_year_structure_built,million_dollar_housing_units,mobile_homes,mortgaged_housing_units,no_car,no_cars,nonfamily_households,not_hispanic_pop,not_in_labor_force,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,occupied_housing_units,one_car,one_parent_families_with_young_children,one_year_more_college,other_race_pop,owner_occupied_housing_units,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,percent_income_spent_on_rent,pop_16_over,pop_25_64,pop_25_years_over,pop_5_years_over,pop_determined_poverty_status,pop_in_labor_force,population_1_year_and_over,population_3_years_over,poverty,rent_10_to_15_percent,rent_15_to_20_percent,rent_20_to_25_percent,rent_25_to_30_percent,rent_30_to_35_percent,rent_35_to_40_percent,rent_40_to_50_percent,rent_burden_not_computed,rent_over_50_percent,rent_under_10_percent,renter_occupied_housing_units_paying_cash_median_gross_rent,sales_office_employed,some_college_and_associates_degree,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,three_cars,total_pop,two_cars,two_or_more_races_pop,two_parent_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,unemployed_pop,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,walked_to_work,white_including_hispanic,white_male_45_54,white_male_55_64,white_pop,worked_at_home,workers_16_and_over
39175,Wyandot County ,OH,39,2023-03-05,6676,111,39175,238750.0,0.0,0.0,0.0,214.0,0.0,42.0,214.0,1660.0,1878.0,1878.0,2448.0,24.0,9.0,2.0,24.0,4852.0,853.0,11511.0,1135.0,1486.0,1257.0,1009.0,1396.0,431.0,626.0,195.0,467.0,1537.0,483.0,681.0,198.0,2611.0,10668.0,18.0,10233.0,841.0,18.0,0.0,9392.0,1466.0,611.0,191.0,131.0,7776.0,142.0,432.0,328.0,107.0,302.0,267.0,766.0,798.0,2443.0,259.0,74.0,3139.0,449.0,11133.0,400.0,1203.0,480.0,454.0,401.0,1433.0,6075.0,194.0,200.0,473.0,390.0,194.0,218.0,103.0,329.0,567.0,598.0,649.0,673.0,670.0,800.0,819.0,860.0,375.0,401.0,284.0,495.0,432.0,322.0,451.0,379.0,,11138.0,656.0,1022.0,0.4093,1083.0,284.0,6208.0,6928.0,660.0,19.0,0.0,660.0,9100.0,785.0,2165.0,698.0,37.0,112.0,9963.0,2608.0,1221.0,853.0,1157.0,4835.0,700.0,914.0,429.0,450.0,259.0,450.0,238.0,470.0,573.0,468.0,320.0,533.0,316.0,820.0,1228.0,1290.0,342.0,29297.0,1120.0,1113.0,694.0,488.0,228.0,251.0,50.0,336.0,693.0,574.0,648.0,724.0,223.0,247.0,207.0,232.0,1440.0,63.0,522.0,671.0,2934.0,716.0,862.0,697.0,330.0,355.0,291.0,353.0,465.0,347.0,242.0,160.0,,10769.0,594.0,3156.0,4879.0,826.0,43.0,57925.0,509.0,1964.0,17.0,554.0,3597.0,273.0,537.0,3025.0,21247.0,6255.0,172.0,3156.0,1236.0,3037.0,1980.0,1724.0,9100.0,2536.0,324.0,1564.0,0.0,6492.0,88000.0,129900.0,187800.0,21.2,17766.0,11125.0,15346.0,,21585.0,11511.0,21662.0,21184.0,1548.0,526.0,452.0,362.0,245.0,264.0,106.0,96.0,215.0,210.0,132.0,647.0,1980.0,4344.0,,,,1679.0,21907.0,3326.0,231.0,1109.0,196.0,801.0,112.0,0.0,378.0,863.0,84.0,58.0,326.0,21116.0,1356.0,1485.0,20778.0,334.0,11002.0
39107,Mercer County ,OH,39,2023-03-05,11348,147,39107,387480.0,0.0,0.0,10.0,272.0,14.0,0.0,272.0,3248.0,3413.0,3413.0,4482.0,279.0,50.0,22.0,279.0,10552.0,861.0,21905.0,3354.0,3586.0,2374.0,1251.0,1652.0,325.0,854.0,529.0,909.0,3930.0,400.0,742.0,342.0,5871.0,20593.0,19.0,20187.0,1486.0,30.0,11.0,18701.0,3236.0,714.0,34.0,371.0,14870.0,181.0,598.0,350.0,161.0,443.0,801.0,1296.0,1246.0,3718.0,814.0,242.0,7323.0,1311.0,21358.0,388.0,2183.0,746.0,788.0,502.0,3097.0,10979.0,125.0,125.0,1453.0,835.0,455.0,263.0,200.0,684.0,1123.0,1052.0,1064.0,1057.0,1235.0,1240.0,1548.0,1326.0,588.0,821.0,518.0,566.0,960.0,693.0,538.0,627.0,,20335.0,1489.0,1805.0,0.4009,1843.0,544.0,11042.0,11873.0,777.0,28.0,36.0,777.0,16078.0,794.0,3922.0,1085.0,418.0,608.0,18136.0,3331.0,2172.0,2587.0,2419.0,9719.0,1087.0,1635.0,352.0,1120.0,675.0,571.0,554.0,791.0,737.0,579.0,650.0,871.0,857.0,1365.0,1955.0,2852.0,514.0,30975.0,1984.0,2111.0,1717.0,866.0,543.0,212.0,295.0,688.0,1256.0,1178.0,1168.0,1173.0,464.0,631.0,421.0,261.0,2776.0,16.0,816.0,1165.0,5385.0,1248.0,1536.0,1309.0,434.0,1002.0,462.0,597.0,967.0,672.0,354.0,300.0,,20699.0,1557.0,6091.0,9192.0,1627.0,39.4,65566.0,504.0,1972.0,178.0,1122.0,6604.0,140.0,510.0,5099.0,40257.0,9839.0,513.0,6091.0,2248.0,6468.0,3956.0,2595.0,16078.0,3982.0,454.0,2670.0,8.0,12747.0,99200.0,163800.0,259700.0,21.7,31754.0,19888.0,27142.0,,40296.0,21915.0,40271.0,39175.0,2270.0,583.0,481.0,402.0,240.0,232.0,157.0,214.0,374.0,369.0,279.0,676.0,3956.0,7902.0,,,,3542.0,41034.0,6239.0,356.0,2643.0,403.0,2182.0,54.0,4.0,547.0,2058.0,154.0,172.0,295.0,39638.0,2289.0,2914.0,39035.0,476.0,21069.0
39071,Highland County ,OH,39,2023-03-05,13480,189,39071,496605.0,113.0,112.0,5.0,139.0,0.0,16.0,139.0,3098.0,2275.0,2275.0,3064.0,671.0,24.0,27.0,633.0,10281.0,1404.0,19388.0,1691.0,1718.0,2297.0,781.0,1823.0,674.0,1346.0,672.0,2062.0,2246.0,1599.0,2155.0,556.0,3350.0,17223.0,19.0,16620.0,1693.0,33.0,0.0,14927.0,4597.0,874.0,163.0,390.0,14400.0,252.0,711.0,530.0,20.0,414.0,744.0,1118.0,1309.0,4647.0,482.0,182.0,3689.0,904.0,18455.0,409.0,1817.0,1247.0,1586.0,321.0,2875.0,11658.0,292.0,350.0,1654.0,915.0,511.0,253.0,226.0,644.0,1269.0,1138.0,1289.0,1251.0,1422.0,1551.0,1517.0,1156.0,633.0,926.0,721.0,710.0,1031.0,782.0,552.0,569.0,,22033.0,1313.0,1739.0,0.4187,1791.0,578.0,11085.0,12866.0,513.0,24.0,22.0,513.0,16747.0,2960.0,3831.0,801.0,284.0,233.0,19321.0,5015.0,2331.0,2262.0,2380.0,9088.0,1124.0,1558.0,938.0,925.0,449.0,1258.0,239.0,1110.0,867.0,918.0,786.0,915.0,709.0,1396.0,1739.0,1877.0,1063.0,24058.0,2066.0,4635.0,1419.0,977.0,512.0,198.0,157.0,827.0,1281.0,1123.0,1272.0,1231.0,436.0,498.0,843.0,262.0,2730.0,176.0,744.0,1371.0,5689.0,1420.0,1372.0,1429.0,677.0,849.0,468.0,691.0,926.0,648.0,349.0,432.0,,21047.0,1418.0,5428.0,8968.0,1489.0,40.9,47973.0,503.0,1977.0,21.0,2422.0,7290.0,698.0,1453.0,5089.0,42567.0,14691.0,152.0,5428.0,2019.0,4768.0,3236.0,3004.0,16747.0,4382.0,1282.0,2740.0,32.0,11732.0,76000.0,123400.0,181400.0,27.0,34084.0,21592.0,29471.0,,42420.0,19393.0,42504.0,41407.0,8042.0,522.0,583.0,571.0,502.0,410.0,263.0,465.0,660.0,738.0,301.0,679.0,3236.0,7904.0,,,,3181.0,43080.0,5992.0,725.0,1593.0,494.0,967.0,100.0,32.0,933.0,2574.0,78.0,126.0,354.0,41203.0,2729.0,2796.0,40926.0,876.0,18099.0
39053,Gallia County ,OH,39,2023-03-05,10478,141,39053,324910.0,150.0,150.0,0.0,230.0,7.0,16.0,230.0,2041.0,2029.0,2029.0,2861.0,552.0,32.0,26.0,552.0,6891.0,1180.0,12913.0,1501.0,1941.0,1673.0,520.0,1359.0,480.0,822.0,342.0,652.0,776.0,620.0,1272.0,652.0,1672.0,11412.0,21.0,11083.0,428.0,21.0,0.0,10655.0,2866.0,291.0,39.0,107.0,9336.0,91.0,345.0,467.0,82.0,145.0,247.0,928.0,789.0,3973.0,329.0,85.0,1450.0,588.0,12333.0,646.0,1386.0,589.0,1139.0,184.0,2301.0,7586.0,187.0,209.0,928.0,556.0,328.0,201.0,235.0,426.0,871.0,938.0,768.0,896.0,897.0,945.0,1161.0,901.0,548.0,558.0,467.0,440.0,721.0,585.0,416.0,465.0,,15160.0,909.0,935.0,0.4436,1553.0,841.0,7507.0,8559.0,414.0,0.0,16.0,414.0,11359.0,1939.0,3199.0,549.0,233.0,295.0,13903.0,2842.0,1396.0,1603.0,1426.0,6572.0,1158.0,1010.0,564.0,369.0,422.0,556.0,283.0,556.0,681.0,744.0,486.0,772.0,560.0,963.0,1023.0,1514.0,856.0,25567.0,1333.0,2867.0,882.0,602.0,378.0,214.0,219.0,507.0,886.0,915.0,807.0,823.0,189.0,356.0,317.0,145.0,2311.0,107.0,553.0,965.0,3978.0,924.0,1125.0,1128.0,460.0,504.0,314.0,501.0,725.0,451.0,363.0,157.0,,14835.0,985.0,4044.0,6121.0,1326.0,40.7,48975.0,510.0,1980.0,0.0,3291.0,3966.0,338.0,783.0,3773.0,29581.0,11039.0,184.0,4044.0,1061.0,2536.0,2177.0,2515.0,11359.0,3315.0,693.0,2214.0,69.0,8517.0,80400.0,118400.0,174000.0,26.2,23952.0,14991.0,20596.0,,29163.0,12913.0,29657.0,28921.0,5091.0,282.0,341.0,422.0,235.0,125.0,123.0,175.0,416.0,611.0,112.0,694.0,2177.0,5588.0,,,,2099.0,29995.0,4227.0,641.0,1608.0,592.0,943.0,19.0,54.0,580.0,2544.0,322.0,266.0,231.0,28041.0,1742.0,1986.0,27892.0,704.0,12116.0
39037,Darke County ,OH,39,2023-03-05,15078,248,39037,538335.0,125.0,123.0,48.0,183.0,14.0,0.0,183.0,2889.0,3483.0,3483.0,4181.0,373.0,30.0,56.0,373.0,12185.0,1802.0,25494.0,3581.0,3121.0,2803.0,1575.0,2203.0,1029.0,1878.0,849.0,1874.0,3437.0,882.0,1278.0,396.0,5239.0,23552.0,23.0,22670.0,2214.0,23.0,0.0,20456.0,5120.0,1150.0,247.0,354.0,19055.0,66.0,1183.0,542.0,146.0,345.0,775.0,1553.0,1747.0,4750.0,739.0,218.0,6876.0,1153.0,24797.0,688.0,2504.0,1485.0,1507.0,802.0,3642.0,14219.0,302.0,336.0,1983.0,1077.0,505.0,283.0,253.0,813.0,1348.0,1289.0,1338.0,1515.0,1510.0,1775.0,1978.0,1359.0,641.0,1083.0,707.0,946.0,1246.0,1091.0,725.0,844.0,,25834.0,1525.0,2270.0,0.4212,1941.0,590.0,15010.0,16453.0,818.0,25.0,50.0,818.0,21171.0,1959.0,5553.0,1484.0,142.0,182.0,22975.0,6188.0,2417.0,2838.0,3035.0,11289.0,1505.0,1642.0,813.0,1131.0,861.0,986.0,548.0,1124.0,1059.0,1220.0,1170.0,1193.0,1083.0,1626.0,2286.0,3269.0,1160.0,28639.0,2732.0,3390.0,1849.0,1145.0,639.0,273.0,274.0,962.0,1408.0,1332.0,1536.0,1536.0,566.0,543.0,509.0,312.0,3662.0,66.0,1240.0,1586.0,6898.0,1678.0,1921.0,1679.0,837.0,876.0,671.0,701.0,1217.0,953.0,524.0,388.0,,25553.0,1568.0,6908.0,11344.0,1480.0,41.8,54799.0,505.0,1960.0,88.0,1037.0,8236.0,502.0,963.0,6952.0,50569.0,14970.0,305.0,6908.0,2813.0,6731.0,4895.0,3450.0,21171.0,5919.0,1142.0,4312.0,0.0,14983.0,80600.0,124700.0,187500.0,22.2,40512.0,25187.0,35200.0,,50566.0,25542.0,50728.0,49434.0,5539.0,1048.0,988.0,716.0,484.0,404.0,103.0,529.0,693.0,831.0,392.0,665.0,4895.0,9933.0,,,,4261.0,51387.0,7758.0,589.0,2500.0,806.0,1597.0,97.0,0.0,697.0,1804.0,82.0,192.0,432.0,49965.0,3193.0,3520.0,49301.0,971.0,24523.0
39087,Lawrence County ,OH,39,2023-03-05,24412,290,39087,540165.0,7.0,7.0,0.0,224.0,0.0,41.0,224.0,3833.0,4495.0,4495.0,5157.0,1022.0,38.0,59.0,1015.0,13187.0,3026.0,25499.0,2855.0,4525.0,4000.0,1503.0,3170.0,562.0,1191.0,629.0,1815.0,2379.0,675.0,1005.0,330.0,3306.0,23370.0,24.0,22962.0,1999.0,27.0,0.0,20963.0,4524.0,1136.0,148.0,262.0,19791.0,208.0,1032.0,796.0,258.0,349.0,118.0,2311.0,1317.0,7534.0,696.0,228.0,2877.0,1200.0,24230.0,651.0,3382.0,1740.0,1565.0,611.0,3793.0,15544.0,249.0,287.0,1616.0,1122.0,661.0,378.0,339.0,930.0,1891.0,1687.0,1798.0,1888.0,2051.0,2080.0,2463.0,2036.0,822.0,1201.0,846.0,1212.0,1371.0,1232.0,801.0,738.0,,30696.0,1533.0,1961.0,0.4483,2183.0,682.0,16843.0,18628.0,596.0,111.0,0.0,596.0,23208.0,5421.0,6064.0,1382.0,1217.0,752.0,27538.0,6441.0,2956.0,2765.0,3252.0,13143.0,1976.0,1460.0,1385.0,820.0,437.0,1719.0,446.0,1078.0,1259.0,1697.0,1174.0,1008.0,1035.0,1924.0,2664.0,3098.0,2004.0,24733.0,2476.0,5187.0,1984.0,1284.0,605.0,571.0,362.0,680.0,1979.0,1608.0,1967.0,1540.0,543.0,677.0,1248.0,385.0,3704.0,220.0,1284.0,2022.0,8061.0,2001.0,1831.0,1763.0,1316.0,891.0,541.0,1244.0,1216.0,864.0,678.0,409.0,,29205.0,1849.0,6945.0,11067.0,1691.0,41.6,46584.0,529.0,1974.0,20.0,4678.0,7875.0,183.0,1481.0,7664.0,59305.0,22796.0,197.0,6945.0,1684.0,5062.0,5834.0,4705.0,23208.0,7723.0,1702.0,5386.0,99.0,16767.0,65000.0,107700.0,168700.0,27.8,48295.0,31036.0,42188.0,,58982.0,25499.0,59408.0,58250.0,11464.0,547.0,694.0,822.0,717.0,346.0,309.0,428.0,971.0,1341.0,266.0,726.0,5834.0,11695.0,,,,4018.0,59901.0,8025.0,1299.0,2091.0,772.0,1234.0,8.0,77.0,1269.0,4330.0,414.0,536.0,305.0,57030.0,3836.0,3844.0,56649.0,505.0,23875.0
39161,Van Wert County ,OH,39,2023-03-05,8145,162,39161,261425.0,92.0,6.0,0.0,78.0,0.0,27.0,78.0,2363.0,2037.0,2037.0,2589.0,262.0,19.0,42.0,262.0,6606.0,1044.0,14490.0,2499.0,1776.0,1075.0,658.0,1021.0,353.0,786.0,433.0,860.0,2939.0,406.0,594.0,188.0,3880.0,13149.0,24.0,12641.0,896.0,24.0,0.0,11745.0,1494.0,1254.0,88.0,121.0,10909.0,95.0,371.0,272.0,53.0,170.0,352.0,720.0,591.0,3200.0,796.0,108.0,4129.0,492.0,13753.0,335.0,1537.0,679.0,696.0,118.0,2151.0,8315.0,234.0,234.0,847.0,580.0,255.0,126.0,191.0,477.0,860.0,798.0,752.0,821.0,840.0,922.0,997.0,925.0,581.0,491.0,345.0,343.0,839.0,647.0,328.0,430.0,,14345.0,950.0,1573.0,0.3951,1311.0,309.0,7840.0,8534.0,1016.0,63.0,23.0,1016.0,11640.0,1047.0,3051.0,1081.0,153.0,138.0,12724.0,2598.0,1575.0,1320.0,1448.0,6075.0,777.0,980.0,386.0,390.0,495.0,524.0,224.0,479.0,458.0,596.0,650.0,477.0,786.0,1202.0,1491.0,1845.0,657.0,28092.0,1258.0,1515.0,866.0,625.0,305.0,166.0,159.0,452.0,882.0,718.0,884.0,899.0,351.0,204.0,244.0,213.0,1892.0,39.0,786.0,823.0,3729.0,923.0,997.0,926.0,442.0,544.0,375.0,394.0,662.0,478.0,240.0,221.0,,13868.0,887.0,4243.0,6446.0,1154.0,41.2,55991.0,510.0,1959.0,16.0,645.0,4953.0,137.0,479.0,3325.0,27197.0,7970.0,100.0,4243.0,1311.0,3736.0,2648.0,1815.0,11640.0,2754.0,695.0,2458.0,7.0,9042.0,72900.0,111000.0,173000.0,24.9,22460.0,14174.0,19476.0,,27825.0,14490.0,27856.0,27019.0,2606.0,287.0,452.0,298.0,225.0,104.0,98.0,219.0,275.0,510.0,130.0,706.0,2648.0,6079.0,,,,2239.0,28213.0,4595.0,466.0,1456.0,250.0,1173.0,33.0,0.0,737.0,1084.0,100.0,140.0,279.0,27038.0,1640.0,1863.0,26378.0,393.0,13542.0
39131,Pike County ,OH,39,2023-03-05,9983,138,39131,296940.0,172.0,172.0,0.0,27.0,0.0,0.0,27.0,1383.0,1674.0,1674.0,2201.0,284.0,5.0,9.0,284.0,6567.0,941.0,11307.0,1006.0,1775.0,1299.0,689.0,1089.0,280.0,689.0,409.0,731.0,997.0,566.0,1274.0,708.0,1497.0,10049.0,26.0,9851.0,1026.0,26.0,0.0,8825.0,2187.0,216.0,44.0,59.0,8492.0,125.0,127.0,134.0,161.0,444.0,203.0,856.0,890.0,3297.0,344.0,133.0,1366.0,394.0,10736.0,500.0,1282.0,714.0,679.0,78.0,2010.0,7680.0,190.0,252.0,704.0,559.0,269.0,178.0,206.0,352.0,839.0,786.0,807.0,972.0,881.0,935.0,930.0,1010.0,542.0,674.0,388.0,409.0,632.0,427.0,285.0,517.0,,14154.0,852.0,1260.0,0.4894,1067.0,453.0,7385.0,8480.0,229.0,0.0,0.0,229.0,11037.0,2591.0,2913.0,639.0,307.0,395.0,12940.0,3659.0,1473.0,1593.0,1417.0,6235.0,635.0,806.0,485.0,531.0,481.0,644.0,216.0,851.0,643.0,478.0,773.0,732.0,281.0,734.0,843.0,1526.0,1013.0,26006.0,1291.0,3113.0,1054.0,616.0,304.0,113.0,170.0,465.0,961.0,736.0,873.0,763.0,201.0,194.0,463.0,250.0,1969.0,76.0,537.0,872.0,3690.0,915.0,831.0,939.0,568.0,504.0,392.0,443.0,542.0,335.0,304.0,227.0,,13760.0,833.0,3623.0,5612.0,860.0,40.7,44115.0,523.0,1981.0,20.0,3352.0,3571.0,344.0,806.0,3357.0,27685.0,10732.0,50.0,3623.0,1178.0,2342.0,1741.0,1852.0,11037.0,3200.0,936.0,2282.0,11.0,7378.0,70500.0,119900.0,190100.0,27.0,22039.0,14389.0,19290.0,,27431.0,11307.0,27617.0,26991.0,5114.0,504.0,454.0,325.0,281.0,355.0,121.0,423.0,427.0,547.0,222.0,726.0,1741.0,4956.0,,,,2252.0,27914.0,3519.0,553.0,1074.0,484.0,501.0,10.0,79.0,571.0,1903.0,159.0,98.0,157.0,26698.0,1782.0,1860.0,26550.0,513.0,10562.0
39105,Meigs County ,OH,39,2023-03-05,6394,106,39105,260600.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1775.0,1215.0,1215.0,1492.0,121.0,11.0,33.0,121.0,5134.0,896.0,9332.0,892.0,900.0,1066.0,550.0,1277.0,401.0,626.0,225.0,780.0,730.0,515.0,1079.0,564.0,867.0,8037.0,29.0,7900.0,797.0,29.0,0.0,7103.0,2319.0,197.0,121.0,52.0,7342.0,182.0,154.0,103.0,0.0,68.0,281.0,599.0,1033.0,2415.0,258.0,32.0,841.0,524.0,8555.0,454.0,1074.0,440.0,499.0,105.0,1159.0,5798.0,152.0,152.0,822.0,516.0,214.0,176.0,133.0,216.0,599.0,616.0,601.0,824.0,751.0,767.0,825.0,545.0,426.0,486.0,241.0,525.0,605.0,371.0,270.0,431.0,,11493.0,533.0,1021.0,0.4798,763.0,221.0,6637.0,7226.0,181.0,0.0,0.0,181.0,9090.0,2214.0,2412.0,532.0,209.0,187.0,11223.0,2082.0,1212.0,1266.0,1376.0,4930.0,561.0,569.0,570.0,326.0,335.0,681.0,153.0,602.0,430.0,585.0,288.0,572.0,510.0,492.0,911.0,1045.0,1021.0,24342.0,879.0,2616.0,921.0,525.0,247.0,124.0,106.0,312.0,690.0,590.0,635.0,714.0,261.0,208.0,354.0,156.0,1572.0,156.0,564.0,720.0,3271.0,828.0,872.0,664.0,394.0,457.0,429.0,278.0,594.0,366.0,162.0,245.0,,11481.0,608.0,2281.0,4240.0,688.0,43.3,43445.0,445.0,1979.0,11.0,3201.0,2773.0,185.0,693.0,3292.0,22793.0,9136.0,56.0,2281.0,1354.0,1485.0,1489.0,1946.0,9090.0,2629.0,482.0,1838.0,0.0,7008.0,53100.0,92500.0,159500.0,30.3,18468.0,11795.0,16312.0,,22613.0,9332.0,22755.0,22398.0,4593.0,144.0,128.0,199.0,184.0,143.0,77.0,158.0,502.0,421.0,126.0,632.0,1489.0,4492.0,,,,1872.0,22974.0,2875.0,485.0,677.0,300.0,334.0,0.0,43.0,777.0,2133.0,64.0,136.0,67.0,22277.0,1537.0,1668.0,22165.0,282.0,8319.0
39039,Defiance County ,OH,39,2023-03-05,12378,176,39039,379575.0,153.0,114.0,0.0,148.0,0.0,0.0,110.0,2816.0,3063.0,3063.0,3907.0,679.0,56.0,39.0,544.0,8711.0,1596.0,19922.0,3316.0,3031.0,2159.0,1487.0,1868.0,486.0,829.0,343.0,929.0,2824.0,609.0,836.0,227.0,3678.0,18133.0,29.0,17456.0,1306.0,40.0,0.0,16150.0,3261.0,1375.0,280.0,402.0,13396.0,118.0,763.0,404.0,216.0,435.0,458.0,1406.0,1009.0,3677.0,963.0,93.0,5241.0,967.0,19043.0,533.0,2086.0,1258.0,1009.0,343.0,2526.0,10683.0,251.0,251.0,1265.0,819.0,480.0,290.0,264.0,611.0,1040.0,985.0,1176.0,1316.0,1106.0,1074.0,1262.0,1087.0,687.0,792.0,591.0,594.0,915.0,808.0,362.0,571.0,,19175.0,1080.0,1527.0,0.4133,1718.0,593.0,9742.0,10753.0,3898.0,188.0,145.0,3898.0,15385.0,1717.0,4173.0,705.0,209.0,122.0,16805.0,3459.0,1885.0,2118.0,2045.0,8960.0,1684.0,1577.0,575.0,806.0,712.0,677.0,537.0,805.0,813.0,762.0,411.0,781.0,695.0,1484.0,1934.0,2378.0,438.0,31051.0,2197.0,2079.0,1275.0,811.0,567.0,194.0,273.0,717.0,1207.0,1105.0,1038.0,1144.0,396.0,540.0,256.0,287.0,2344.0,151.0,932.0,1163.0,4906.0,1141.0,1504.0,1217.0,315.0,783.0,575.0,677.0,757.0,651.0,323.0,255.0,,18849.0,1157.0,5717.0,8274.0,1326.0,40.7,62110.0,540.0,1966.0,0.0,778.0,7120.0,356.0,798.0,4702.0,34126.0,10499.0,402.0,5717.0,1939.0,5087.0,3511.0,2789.0,15385.0,3913.0,984.0,3291.0,16.0,11926.0,88300.0,125100.0,181700.0,25.9,30421.0,18838.0,25917.0,,37192.0,19922.0,37539.0,36652.0,3728.0,439.0,591.0,281.0,405.0,130.0,190.0,280.0,310.0,645.0,188.0,741.0,3511.0,8304.0,,,,2899.0,38024.0,6248.0,575.0,1542.0,466.0,1048.0,28.0,0.0,879.0,1420.0,213.0,198.0,441.0,34248.0,2049.0,2405.0,32743.0,615.0,18748.0
